,Region
1501,"body of the fornix, right"
1502,"fimbria, right"
1503,"posterior column of the fornix, right"
1504,inferior longitudinal fasciculus
1505,"inferior longitudinal fasciculus, left"
1506,"inferior longitudinal fasciculus, right"
1507,inferior thalamic peduncle
1508,"inferior thalamic peduncle, left"
1509,"inferior thalamic peduncle, right"
1510,internal capsule
1511,"internal capsule, left"
1512,"internal capsule, right"
1513,internal medullary lamina of globus pallidus
1514,"internal medullary lamina of globus pallidus, left"
1515,"internal medullary lamina of globus pallidus, right"
1516,internal medullary lamina of thalamus
1517,"internal medullary lamina of thalamus, left"
1518,"internal medullary lamina of thalamus, right"
1519,lateral longitudinal stria
1520,"lateral longitudinal stria, left"
1521,"lateral longitudinal stria, right"
1522,lenticular fasciculus
1523,"lenticular fasciculus, left"
1524,"lenticular fasciculus, right"
1525,mammillary peduncle
1526,"mammillary peduncle, left"
1527,"mammillary peduncle, right"
1528,mammillotegmental tract
1529,"mammillotegmental tract, left"
1530,"mammillotegmental tract, right"
1531,mammillothalamic tract
1532,"mammillothalamic tract, left"
1533,"mammillothalamic tract, right"
1534,medial forebrain bundle
1535,"medial forebrain bundle, left"
1536,"medial forebrain bundle, right"
1537,medial longitudinal stria
1538,"medial longitudinal stria, left"
1539,"medial longitudinal stria, right"
1540,Meyer's loop of optic radiation 
1541,"Meyer's loop of optic radiation , left"
1542,"Meyer's loop of optic radiation , right"
1543,middle longitudinal fasciculus
1544,"middle longitudinal fasciculus, left"
1545,"middle longitudinal fasciculus, right"
1546,occipitofrontal fasciculus
1547,"occipitofrontal fasciculus, left"
1548,"occipitofrontal fasciculus, right"
1549,orbito-polar tract
1550,"orbito-polar tract, left"
1551,"orbito-polar tract, right"
1552,perforant path
1553,"perforant path, left"
1554,"perforant path, right"
1555,perpendicular fasciculus
1556,"perpendicular fasciculus, left"
1557,"perpendicular fasciculus, right"
1558,pontine bundle
1559,"pontine bundle, left"
1560,"pontine bundle, right"
1561,rostral thalamic peduncle
1562,"rostral thalamic peduncle, left"
1563,"rostral thalamic peduncle, right"
1564,sagittal stratum
1565,"sagittal stratum, left"
1566,"external sagittal stratum, left"
1567,"internal sagittal stratum, left"
1568,"sagittal stratum, right"
1569,"external sagittal stratum, right"
1570,"internal sagittal stratum, right"
1571,short association fibers
1572,"short association fibers, left"
1573,"short association fibers, right"
1574,stratum zonale of thalamus
1575,"stratum zonale of thalamus, left"
1576,"stratum zonale of thalamus, right"
1577,stria medullaris
1578,"stria medullaris, left"
1579,"stria medullaris, right"
1580,stria terminalis
1581,"stria terminalis, left"
1582,"stria terminalis, right"
1583,subcallosal fasciculus
1584,"subcallosal fasciculus, left"
1585,"subcallosal fasciculus, right"
1586,subthalamic fasciculus
1587,"subthalamic fasciculus, left"
1588,"subthalamic fasciculus, right"
1589,superficial presubicular path
1590,"superficial presubicular path, left"
1591,"superficial presubicular path, right"
1592,superior longitudinal fasciculus
1593,"superior longitudinal fasciculus, left"
1594,"superior longitudinal fasciculus, right"
1595,thalamic fasciculus
1596,"thalamic fasciculus, left"
1597,"thalamic fasciculus, right"
1598,uncinate fasciculus of the forebrain
1599,"uncinate fasciculus of the forebrain, left"
1600,"uncinate fasciculus of the forebrain, right"
1601,mesencephalic white matter
1602,brachium of the inferior colliculus
1603,"brachium of the inferior colliculus, left"
1604,"brachium of the inferior colliculus, right"
1605,brachium of the superior colliculus
1606,"brachium of the superior colliculus, left"
1607,"brachium of the superior colliculus, right"
1608,"central tegmental tract, midbrain portion"
1609,"central tegmental tract, midbrain portion, left"
1610,"central tegmental tract, midbrain portion, right"
1611,cerebral peduncle (crus cerebri)
1612,"cerebral peduncle (crus cerebri), left"
1613,"cerebral peduncle (crus cerebri), right"
1614,commissure of the inferior colliculus
1615,"commissure of the inferior colliculus, left"
1616,"commissure of the inferior colliculus, right"
1617,"corticobulbar tract, midbrain portion"
1618,"corticobulbar tract, midbrain portion, left"
1619,"corticobulbar tract, midbrain portion, right"
1620,mesencephalic trigeminal tract
1621,"mesencephalic trigeminal tract, left"
1622,"mesencephalic trigeminal tract, right"
1623,metencephalic white matter
1624,cerebellar white matter tracts
1625,inferior cerebellar peduncle
1626,"inferior cerebellar peduncle, Left"
1627,"inferior cerebellar peduncle, Right"
1628,middle cerebellar peduncle
1629,"middle cerebellar peduncle, Left"
1630,"middle cerebellar peduncle, Right"
1631,ponto-cerebellar tract
1632,"ponto-cerebellar tract, left"
1633,"ponto-cerebellar tract, right"
1634,superior cerebellar peduncle
1635,"superior cerebellar peduncle, Left"
1636,"superior cerebellar peduncle, Right"
1637,decussation of the superior cerebellar peduncle
1638,pontine white matter tracts
1639,cortico-pontine fibers
1640,"cortico-pontine fibers, left"
1641,"cortico-pontine fibers, right"
1642,longitudinal fasciculus of the pons
1643,"longitudinal fasciculus of the pons, left"
1644,"longitudinal fasciculus of the pons, right"
1645,myelencephalic white matter
1646,cranial nerves
1647,olfactory nerve
1648,"olfactory nerve, left"
1649,"olfactory tract, left"
1650,"lateral olfactory tract, left"
1651,"medial olfactory tract, left"
1652,"olfactory bulb, left"
1653,"olfactory nerve, right"
1654,"olfactory tract, right"
1655,"lateral olfactory tract, right"
1656,"medial olfactory tract, right"
1657,"olfactory bulb, right"
1658,optic nerve
1659,"optic nerve, left"
1660,"optic tract, left"
1661,"optic chiasm, left"
1662,"optic radiations, left"
1663,"supraoptic dicussation, left"
1664,"optic nerve, right"
1665,"optic tract, right"
1666,"optic chiasm, right"
1667,"optic radiations, right"
1668,"supraoptic dicussation, right"
1669,occulomotor nerve
1670,"occulomotor nerve, left"
1671,"occulomotor nerve, right"
1672,trochlear nerve
1673,"trochlear nerve, left"
1674,"trochlear nerve, right"
1675,trigeminal nerve
1676,"trigeminal nerve, left"
1677,"trigeminal nerve, right"
1678,abducens nerve
1679,"abducens nerve, left"
1680,"abducens nerve, right"
1681,facial nerve
1682,"facial nerve, left"
1683,"facial nerve, right"
1684,vestibulocochlear nerve
1685,"vestibulchochlear nerve, left"
1686,"vestibulochochlear nerve, right"
1687,glossopharyngeal nerve
1688,"glossopharyngeal nerve, left"
1689,"glossopharyngeal nerve, right"
1690,vagus nerve
1691,"vagus nerve, left"
1692,"vagus nerve, right"
1693,accessory nerve
1694,"accessory nerve, left"
1695,"accessory nerve, right"
1696,hypoglossal nerve
1697,"hypoglossal nerve, left"
1698,"hypoglossal nerve, right"
1699,amiculum of the olive
1700,"amiculum of the olive, left"
1701,"amiculum of the olive, right"
1702,cuneate fasciculus
1703,"cuneate fasciculus, left"
1704,"cuneate fasciculus, right"
1705,dorsal longitudinal fasciculus
1706,"dorsal longitudinal fasciculus, Left"
1707,"dorsal longitudinal fasciculus, Right"
1708,medial longitudinal fasciculus
1709,"medial longitudinal fasciculus, Left"
1710,"medial longitudinal fasciculus, Right"
1711,central tegmental tract
1712,"central tegmental tract, Left"
1713,"central tegmental tract, Right"
1714,"corticobulbar tract, hindbrain portion"
1715,"corticobulbar tract, hindbrain portion, left"
1716,"corticobulbar tract, hindbrain portion, right"
1717,corticospinal tract
1718,"corticospinal tract, left"
1719,"corticospinal tract, right"
1720,fasciculus retroflexus
1721,"fasciculus retroflexus, Left"
1722,"fasciculus retroflexus, Right"
1723,gracile fasciculus
1724,"gracile fasciculus, left"
1725,"gracile fasciculus, right"
1726,hilus of the inferior olive
1727,"hilus of the inferior olive, left"
1728,"hilus of the inferior olive, right"
1729,internal arcuate fibers
1730,"internal arcuate fibers, left"
1731,"internal arcuate fibers, right"
1732,lateral lemniscus
1733,"lateral lemniscus, Left"
1734,"lateral lemniscus, Right"
1735,medial lemniscus
1736,"medial lemniscus, Left"
1737,"medial lemniscus, Right"
1738,decussation of medial lemniscus
1739,pyramidal tract
1740,"pyramidal tract, Left"
1741,"pyramidal tract, Right"
1742,pyramidal decussation
1743,solitary tract
1744,"solitary tract, left"
1745,"solitary tract, right"
1746,spinal lemniscus in hindbrain
1747,"spinal lemniscus in hindbrain, left"
1748,"spinal lemniscus in hindbrain, right"
1749,spinal trigeminal tract
1750,"spinal trigeminal tract, left"
1751,"spinal trigeminal tract, right"
1752,tectospinal tract
1753,"tectospinal tract, left"
1754,"tectospinal tract, right"
1755,ventral tegmental tract
1756,"ventral tegmental tract, left"
1757,"ventral tegmental tract, right"
1758,vestibulomesencephalic tract
1759,"vestibulomesencephalic tract, left"
1760,"vestibulomesencephalic tract, right"
1761,sulci & spaces
1762,telencephalic spaces
1763,major divisions
1764,callosal sulcus
1765,central sulcus
1766,longitudinal fissure
1767,sylvian fissure
1768,frontal lobe sulci
1769,anteiror parolfactory sulcus
1770,cingulate sulcus
1771,frontomarginal sulcus
1772,fronto-orbital sulcus
1773,inferior frontal sulcus
1774,inferior rostral sulcus
1775,intermediate frontal sulcus
1776,medial frontal sulcus
1777,olfactory sulcus
1778,orbital sulcus
1779,paracentral sulcus
1780,posterior parolfactory sulcus
1781,precentral sulcus
1782,superior frontal sulcus
1783,superior rostral sulcus
1784,insular lobe sulci
1785,central sulcus of insula
1786,circular sulcus
1787,limbic lobe sulci
1788,hippocampal sulcus
1789,sulcus semi-anularis
1790,uncal sulcus
1791,occipital lobe sulci
1792,calcarine sulcus
1793,lateral occipital sulcus
1794,lunate sulcus
1795,parieto-occipital sulcus
1796,preoccipital notch
1797,transverse occipital sulcus
1798,parietal lobe sulci
1799,intraparietal sulcus
1800,postcentral sulcus
1801,primary intermediate sulcus
1802,secondary intermediate sulcus
1803,subparietal sulcus
1804,superior parietal sulcus
1805,temporal lobe sulci
1806,angular sulcus
1807,anterior occipital sulcus
1808,collateral sulcus
1809,inferior temporal sulcus
1810,middle temporal sulcus
1811,parahippocampal ramus
1812,parahippocampal sulcus
1813,rhinal sulcus
1814,superior temporal sulcus
1815,metencephalic spaces
1816,cerebellar sulci
1817,precentral fissure
1818,preculminate fissure
1819,intraculminate fissure
1820,primary fissure
1821,superior posterior fissure
1822,horizontal fissure
1823,ansoparamedian fissure
1824,prepyramidal/prebiventer fissure
1825,intrabiventer fissure
1826,secondary fissure
1827,posterolateral fissure
1828,myelencephalic spaces
1829,cerebral aquaduct
1830,ventricles
1831,lateral ventricle
1832,septum pallucidum
1833,choroid plexus of the lateral ventricle
1834,third ventricle
1835,choroid plexus of the third ventricle
1836,fourth ventricle
1837,choroid plexus of the fourth ventricle
1838,central canal
